Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Montana,2021,1,2021-01-09,247,228,,43,,,,12,,,,37,13,52,48,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2021,2,2021-01-16,250,229,,39,,11,0,15,,,,39,10,45,39,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Montana,2021,3,2021-01-23,235,216,,39,,,0,11,,,10,56,,36,30,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Montana,2021,4,2021-01-30,193,173,,34,,,,10,,,,37,,27,21,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2021,5,2021-02-06,195,178,,27,,,0,12,,,,43,,20,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2021,6,2021-02-13,147,143,,32,,,,,,,,32,,10,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Montana,2021,7,2021-02-20,122,118,,19,,,0,,,,,31,,16,14,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Montana,2021,8,2021-02-27,127,124,,24,,,0,,,,,22,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
Nebraska,2020,1,2020-01-04,346,322,,66,11,11,,20,,,,85,15,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,2,2020-01-11,362,342,,63,17,24,16,26,,,,68,19,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,3,2020-01-18,333,309,,57,10,,11,24,,,,64,16,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,4,2020-01-25,358,342,,77,10,17,,24,,,,91,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,5,2020-02-01,373,356,,85,,18,14,28,,,,69,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,6,2020-02-08,345,320,,70,14,13,,19,,,,68,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,7,2020-02-15,327,307,0,75,,14,,27,,,,68,14,0,0,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,8,2020-02-22,318,294,,67,15,,,21,,,,69,14,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,9,2020-02-29,341,321,,78,10,11,,15,,10,,65,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Nebraska,2020,10,2020-03-07,355,329,,74,,21,10,31,,,,72,13,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,11,2020-03-14,343,319,,69,,14,,17,,,,76,15,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,12,2020-03-21,350,324,,64,17,14,,29,,,,72,14,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,13,2020-03-28,331,304,0,69,14,18,,26,,,,61,12,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Nebraska,2020,14,2020-04-04,310,288,,73,,13,11,15,,,,56,10,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Nebraska,2020,15,2020-04-11,343,319,,64,16,13,,24,,,,66,15,11,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,16,2020-04-18,353,324,,62,,16,10,28,,,,65,22,16,16,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,17,2020-04-25,353,329,,67,19,11,,20,,,,66,18,30,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,18,2020-05-02,344,319,,77,13,,,23,,,,62,17,20,20,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,19,2020-05-09,338,316,,66,15,12,,14,,,,65,16,21,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,20,2020-05-16,352,329,,55,,13,,26,,,,64,22,30,26,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,21,2020-05-23,347,324,,60,,15,,20,0,,,62,16,32,32,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,22,2020-05-30,375,345,,83,10,15,,17,,,,71,15,22,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,23,2020-06-06,319,297,,64,13,14,,24,,,,58,13,19,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,24,2020-06-13,319,281,,55,,14,,19,,,,57,13,27,24,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,25,2020-06-20,371,343,,85,,10,,20,,,,80,21,24,23,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,26,2020-06-27,318,290,,55,12,10,,19,,,,67,15,19,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,27,2020-07-04,308,280,,66,,,,24,,,,49,18,12,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,28,2020-07-11,317,296,,73,15,16,,16,,,,54,12,10,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,29,2020-07-18,325,302,,65,10,14,,13,,,,61,15,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Nebraska,2020,30,2020-07-25,361,336,,77,,23,,17,,,,77,17,14,11,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,31,2020-08-01,358,322,,61,11,10,,26,,,,60,21,13,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,32,2020-08-08,381,352,,83,15,17,,20,,,,74,14,24,23,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,33,2020-08-15,354,329,,69,13,12,,20,,,,68,19,23,21,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,34,2020-08-22,363,335,,75,10,15,,19,,,,74,14,27,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,35,2020-08-29,323,291,,70,15,13,,11,,,,64,,13,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Nebraska,2020,36,2020-09-05,348,315,,73,,19,,17,,,,57,20,35,33,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,37,2020-09-12,339,308,,62,12,11,,13,,,,58,24,25,22,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,38,2020-09-19,328,303,,56,,16,,22,,,,73,17,23,20,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,39,2020-09-26,378,343,,67,10,23,,19,,,,73,17,25,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,40,2020-10-03,373,345,,60,13,19,,15,,,,60,19,41,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,41,2020-10-10,406,370,,65,17,14,,22,,,,73,18,52,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,42,2020-10-17,401,374,,76,13,20,,15,,,,65,15,51,49,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,43,2020-10-24,425,408,,79,10,28,,21,,,,60,22,75,64,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,44,2020-10-31,442,411,,57,16,18,,20,,,,72,19,80,69,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,45,2020-11-07,498,472,,62,17,21,,17,,,12,84,14,133,114,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Nebraska,2020,46,2020-11-14,551,515,,61,13,21,,30,,,,67,25,181,168,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,47,2020-11-21,574,549,,85,12,22,,20,,,,78,24,200,181,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,48,2020-11-28,565,549,,73,15,14,,17,,,,73,24,230,203,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,49,2020-12-05,513,495,,72,16,15,,22,,,,62,14,200,176,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,50,2020-12-12,500,478,,65,14,23,,17,,,,79,19,163,143,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,51,2020-12-19,459,437,,65,13,17,,19,,,,80,16,121,115,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,52,2020-12-26,425,402,,70,15,19,,13,,,,68,25,117,98,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2020,53,2021-01-02,431,408,,73,14,16,,32,,,,64,16,99,81,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2021,1,2021-01-09,438,415,,68,15,18,,18,,,12,85,18,95,81,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Nebraska,2021,2,2021-01-16,386,369,,55,,20,,28,,,,64,12,84,69,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2021,3,2021-01-23,400,383,,83,10,17,,16,,,13,68,11,72,61,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Nebraska,2021,4,2021-01-30,365,348,0,56,11,23,,17,,,14,51,22,56,51,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Nebraska,2021,5,2021-02-06,304,294,,54,10,15,,11,,,12,65,,39,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
Nebraska,2021,6,2021-02-13,251,245,,41,,,,14,,,13,57,12,26,20,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Nebraska,2021,7,2021-02-20,210,207,0,39,,,,12,,,,43,13,25,17,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nebraska,2021,8,2021-02-27,153,151,,31,,,,11,,,,23,,11,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
Nevada,2020,1,2020-01-04,521,465,,98,13,18,16,32,,,,156,19,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,2,2020-01-11,556,504,,104,19,21,12,41,,,,142,30,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,3,2020-01-18,605,555,,112,22,12,14,53,,12,,167,39,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Nevada,2020,4,2020-01-25,577,527,,108,15,17,13,25,,,,154,36,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,5,2020-02-01,532,483,,95,,15,16,35,,,,150,34,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,6,2020-02-08,579,520,,108,25,13,17,49,,,,158,36,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,7,2020-02-15,529,483,,76,22,18,15,43,,,,151,35,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,8,2020-02-22,546,503,,113,22,14,,50,,,,135,25,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,9,2020-02-29,543,500,,99,21,19,11,44,,,,141,34,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,10,2020-03-07,535,489,,114,22,23,,37,,,,124,30,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,11,2020-03-14,515,475,,82,27,15,19,43,,,,146,32,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,12,2020-03-21,508,468,,100,20,16,19,37,13,,,145,27,,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Nevada,2020,13,2020-03-28,542,489,,101,19,21,17,40,,,,130,26,19,19,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,14,2020-04-04,593,544,,99,20,20,14,36,,16,,158,26,43,41,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Nevada,2020,15,2020-04-11,588,543,,99,14,24,,31,,,,150,29,55,54,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,16,2020-04-18,545,508,,95,27,16,,30,,,,146,37,43,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,17,2020-04-25,565,510,,95,21,26,,28,,,,128,18,62,57,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,18,2020-05-02,547,483,,104,16,11,11,24,,,,132,17,48,44,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,19,2020-05-09,544,481,,87,15,22,,31,,13,,130,29,51,48,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Nevada,2020,20,2020-05-16,514,461,,105,17,19,,23,,,,130,34,34,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,21,2020-05-23,536,495,,103,20,14,,24,,,,141,27,36,30,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,22,2020-05-30,543,485,,105,13,22,11,26,,0,,127,37,29,28,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Nevada,2020,23,2020-06-06,562,497,,120,10,17,,22,,,10,144,25,21,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Nevada,2020,24,2020-06-13,543,494,,111,17,21,,34,,,,118,29,17,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,25,2020-06-20,519,466,,114,12,15,,25,,,,125,25,20,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,26,2020-06-27,557,497,,96,10,16,,20,,,,161,35,23,23,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,27,2020-07-04,528,478,,104,,13,10,28,,,,125,20,43,41,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,28,2020-07-11,633,562,,109,14,16,10,35,,,,144,36,67,64,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,29,2020-07-18,640,553,,112,13,12,,32,,,,163,22,87,84,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,30,2020-07-25,657,594,,111,15,14,12,21,,,,177,23,94,86,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,31,2020-08-01,619,556,,101,21,18,13,35,0,,,143,25,108,101,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,32,2020-08-08,693,633,,112,25,27,,29,,,10,143,38,131,127,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Nevada,2020,33,2020-08-15,662,592,,106,18,27,,33,,,,151,26,116,107,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,34,2020-08-22,648,569,,110,15,13,,32,,,,148,21,101,97,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,35,2020-08-29,633,560,,100,15,14,,38,,,,160,23,80,71,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,36,2020-09-05,640,574,,114,17,30,10,20,,,10,138,26,77,70,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Nevada,2020,37,2020-09-12,558,509,,98,20,16,10,24,0,,,116,30,62,55,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,38,2020-09-19,537,500,,110,22,15,,33,,10,,115,19,51,45,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Nevada,2020,39,2020-09-26,528,485,,100,17,16,,32,,,,121,30,41,34,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,40,2020-10-03,564,509,,123,,20,11,25,,,,121,36,37,32,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,41,2020-10-10,557,489,,114,18,21,10,26,,,,115,28,42,38,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,42,2020-10-17,525,475,,96,18,12,,26,,,,133,41,32,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,43,2020-10-24,540,493,,90,17,24,,39,0,,,156,27,37,36,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Nevada,2020,44,2020-10-31,602,532,,111,21,14,,28,,10,,140,23,53,47,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Nevada,2020,45,2020-11-07,554,492,,102,17,10,,28,,,,131,24,63,59,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
